Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type
165,Southeast,Tagalongs,9,54,9/8/2024,1456,36-45,Female,$150-200k,3,Raleigh, NC,6,Yes,Door-to-Door,Cash,2,1048,16,Josephine,Door-to-Door
166,Northeast,Thin Mints,2,12,6/29/2024,1299,46-55,Female,$50-100k,2,Washington, DC,6,Yes,Booth,Credit Card,1,2612,14,Arabella,Online
167,South,Thin Mints,8,48,9/14/2024,1036,46-55,Male,<$50k,3,Irving, TX,6,Yes,Booth,Cash,3,2278,8,Nora,Booth
168,Southeast,Toast-Yay!,6,36,9/15/2024,1386,18-25,Male,<$50k,6,Yulee, FL,6,Yes,Online,Mobile Payment,2,71734,9,Aaliyah,Door-to-Door
169,Southeast,Thin Mints,2,12,9/8/2024,1347,18-25,Female,$100-150k,4,Yulee, FL,6,No,Online,Cash,2,71734,11,Aaliyah,Online
170,Northeast,Thin Mints,3,18,8/12/2024,1407,46-55,Male,$150-200k,4,Bayonne, NJ,6,Yes,Booth,Credit Card,3,12052,17,Annie,Door-to-Door
171,Northeast,Girl Scout S'mores,1,6,5/7/2024,1092,46-55,Female,<$50k,2,Secaucus, NJ,6,No,Online,Mobile Payment,2,10289,17,Ivy,Door-to-Door
172,Northeast,Adventurefuls,5,30,8/19/2024,1354,36-45,Male,$50-100k,3,Union City, NJ,6,No,Door-to-Door,Cash,1,12201,17,Brooklyn,Online
173,Northeast,Samoas,2,12,3/29/2024,1031,26-35,Male,$100-150k,6,Bayonne, NJ,6,No,Booth,Mobile Payment,2,12052,17,Annie,Booth
174,West,Do-si-dos,8,48,8/28/2024,1008,36-45,Female,$50-100k,2,Las Vegas, NV,6,No,Online,Credit Card,5,676,20,Victoria,Online
175,West,Caramel Chocolate Chip,10,60,7/29/2024,1461,36-45,Male,<$50k,4,Hillsboro, OR,6,Yes,Booth,Cash,5,10777,8,Mia,Door-to-Door
176,South,Lemon-Ups,8,48,2/10/2024,1489,36-45,Female,<$50k,4,Falls Church, VA,6,Yes,Booth,Credit Card,4,4211,14,Lily,Door-to-Door
177,South,Adventurefuls,10,60,7/7/2024,1261,18-25,Male,$100-150k,2,Arlington, VA,6,No,Online,Mobile Payment,1,60031,14,Essence,Booth
178,Southeast,Samoas,6,36,1/31/2024,1019,18-25,Female,$100-150k,5,Jacksonville, FL,6,Yes,Booth,Credit Card,3,72011,8,Stella,Door-to-Door
179,Southeast,Samoas,8,48,5/13/2024,1187,36-45,Male,<$50k,3,Pineville, NC,6,Yes,Door-to-Door,Credit Card,3,2674,10,Piper,Online
180,West,Lemon-Ups,1,6,5/13/2024,1122,36-45,Male,$50-100k,6,Portland, OR,6,No,Booth,Credit Card,3,10457,8,Eliana,Door-to-Door
181,Southeast,Tagalongs,9,54,1/30/2024,1287,36-45,Female,$50-100k,6,St. Augustine, FL,6,No,Online,Mobile Payment,3,53021,17,Autumn,Booth
182,Northeast,Samoas,6,36,4/13/2024,1308,46-55,Female,$150-200k,3,Washington, DC,6,Yes,Online,Credit Card,4,2612,14,Arabella,Online
183,Northeast,Thin Mints,10,60,9/26/2024,1163,18-25,Male,$100-150k,3,Queens, NY,6,Yes,Door-to-Door,Credit Card,1,4032,20,Elena,Online
184,Southeast,Adventurefuls,1,6,6/29/2024,1236,26-35,Female,$50-100k,6,Sullivan’s Island, SC,6,Yes,Booth,Mobile Payment,5,3613,17,Ivy,Booth
185,Midwest,Lemonades,10,60,9/18/2024,1125,46-55,Male,$150-200k,3,Columbus, OH,6,Yes,Online,Cash,5,6824,9,Isabella,Booth
186,South,Toffee-tastic,2,12,1/26/2024,1182,46-55,Female,$50-100k,3,Yukon, OK,6,Yes,Online,Cash,4,358,14,Quinn,Door-to-Door
187,Southeast,Thin Mints,10,60,2/6/2024,1411,46-55,Female,<$50k,2,Huntersville, NC,6,Yes,Door-to-Door,Cash,4,3491,9,Gabriella,Booth
188,West,Tagalongs,5,30,5/20/2024,1263,18-25,Male,$100-150k,2,Scottsdale, AZ,6,Yes,Booth,Credit Card,1,128,13,Lydia,Online
189,Southeast,Tagalongs,1,6,6/22/2024,1165,36-45,Female,$100-150k,3,Morrisville, NC,6,Yes,Booth,Mobile Payment,2,407,16,Eleanor,Door-to-Door
190,South,Girl Scout S'mores,10,60,5/29/2024,1473,36-45,Male,$100-150k,2,Falls Church, VA,6,No,Online,Mobile Payment,3,4211,14,Lily,Door-to-Door
191,South,Tagalongs,9,54,2/11/2024,1490,26-35,Female,$50-100k,6,Falls Church, VA,6,No,Online,Mobile Payment,2,4211,14,Lily,Door-to-Door
192,South,Samoas,2,12,7/24/2024,1387,18-25,Female,$150-200k,6,Falls Church, VA,6,Yes,Online,Mobile Payment,4,4211,14,Lily,Online
193,Southeast,Samoas,8,48,4/3/2024,1270,18-25,Male,$100-150k,3,Apex, NC,6,Yes,Booth,Credit Card,2,02584,16,Naima,Door-to-Door
194,South,Thin Mints,6,36,1/18/2024,1161,36-45,Female,$50-100k,3,Irving, TX,6,No,Door-to-Door,Credit Card,3,2278,8,Nora,Online
195,Northeast,Thin Mints,3,18,4/4/2024,1424,36-45,Female,$150-200k,3,Colonie, NY,6,No,Door-to-Door,Mobile Payment,5,1014,15,Chloe,Booth
196,West,Samoas,9,54,1/12/2024,1005,26-35,Male,$50-100k,6,Phoenix, AZ,6,Yes,Door-to-Door,Cash,2,3227,13,Mila,Door-to-Door
197,Northeast,Samoas,3,18,7/28/2024,1015,26-35,Female,<$50k,4,Bayonne, NJ,6,No,Booth,Cash,1,12052,17,Annie,Booth
198,Northeast,Trefoils,3,18,2/2/2024,1035,36-45,Male,$100-150k,5,Hartford, CT,6,Yes,Booth,Mobile Payment,2,10057,14,Aria,Online
199,Southeast,Samoas,1,6,9/29/2024,1049,18-25,Female,$100-150k,4,Raleigh, NC,6,No,Booth,Credit Card,3,1048,16,Josephine,Online
200,Southeast,Thin Mints,4,24,1/10/2024,1205,46-55,Female,<$50k,6,Charleston, SC,6,Yes,Online,Credit Card,5,3618,17,Jayla,Online
201,Southeast,Samoas,1,6,3/15/2024,1496,46-55,Female,<$50k,3,Mount Holly, NC,6,Yes,Online,Mobile Payment,2,13400,8,Penelope,Online
202,Southeast,Thin Mints,9,54,6/15/2024,1022,18-25,Male,$100-150k,2,Jacksonville, FL,6,Yes,Booth,Mobile Payment,3,72011,18,Stella,Online
203,Northeast,Thin Mints,7,42,7/18/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,No,Online,Mobile Payment,5,12201,17,Brooklyn,Online
204,Northeast,Caramel Chocolate Chip,10,60,2/4/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,No,Booth,Cash,1,3990,8,Kennedy,Booth
205,South,Toffee-tastic,7,42,5/17/2024,1203,46-55,Male,$100-150k,2,Memphis, TN,6,Yes,Online,Mobile Payment,4,10543,11,Violet,Online
206,Southeast,Do-si-dos,1,6,6/16/2024,1415,18-25,Female,$100-150k,3,Callahan, FL,6,No,Online,Mobile Payment,5,63013,9,De'ana,Online
207,South,Toffee-tastic,6,36,2/27/2024,1446,36-45,Female,$150-200k,3,Falls Church, VA,6,No,Booth,Mobile Payment,4,4211,14,Lily,Booth
208,Southeast,Thin Mints,7,42,5/10/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Door-to-Door,Cash,4,2674,9,Piper,Online
209,Southeast,Toffee-tastic,7,42,9/14/2024,1216,46-55,Male,$50-100k,3,Pineville, NC,6,No,Online,Cash,2,2674,20,Piper,Booth
210,Northeast,Samoas,4,24,9/23/2024,1073,18-25,Female,$50-100k,4,New York, NY,6,No,Booth,Mobile Payment,1,3990,17,Kennedy,Online
211,Northeast,Toffee-tastic,3,18,10/14/2024,1001,46-55,Male,$150-200k,2,Albany, NY,6,No,Online,Cash,5,1188,15,Amber,Online
212,Midwest,Do-si-dos,1,6,8/6/2024,1198,18-25,Male,<$50k,4,Columbus, OH,6,Yes,Online,Mobile Payment,2,6824,9,Isabella,Door-to-Door
213,Southeast,Toffee-tastic,2,12,3/17/2024,1123,26-35,Female,$100-150k,2,Charlotte, NC,6,No,Door-to-Door,Mobile Payment,4,41,20,Alexis,Booth
214,West,Tagalongs,4,24,10/18/2024,1389,46-55,Male,<$50k,3,Henderson, NV,6,Yes,Online,Credit Card,1,79,20,Abigail,Booth
215,South,Girl Scout S'mores,5,30,2/16/2024,1484,18-25,Female,$150-200k,5,Collierville, TN,6,Yes,Booth,Credit Card,3,13258,11,Ava,Booth
216,Southeast,Tagalongs,8,48,4/3/2024,1077,46-55,Male,$150-200k,5,Raleigh, NC,6,No,Door-to-Door,Credit Card,1,1048,16,Josephine,Online
217,Northeast,Thin Mints,2,12,2/28/2024,1241,18-25,Female,$50-100k,4,Staten Island, NY,6,Yes,Door-to-Door,Credit Card,5,75312,20,Reagan,Door-to-Door
218,South,Girl Scout S'mores,3,18,5/15/2024,1248,36-45,Male,$100-150k,3,Yukon, OK,6,No,Booth,Cash,1,358,18,Quinn,Booth
219,Northeast,Trefoils,9,54,7/28/2024,1106,46-55,Male,$50-100k,4,Bethesda, MD,6,Yes,Online,Credit Card,5,2059,14,Roxy,Door-to-Door
220,West,Lemonades,4,24,10/14/2024,1247,18-25,Female,$150-200k,6,Portland, OR,6,No,Door-to-Door,Cash,3,10457,8,Eliana,Online
221,Northeast,Thin Mints,4,24,5/4/2024,1277,18-25,Female,$100-150k,4,Albany, NY,6,Yes,Door-to-Door,Mobile Payment,2,1188,15,Amber,Booth
222,Northeast,Lemon-Ups,5,30,3/2/2024,1359,18-25,Male,$150-200k,5,Bronx, NY,6,No,Door-to-Door,Cash,4,1236,8,Sydney,Door-to-Door
223,Southeast,Do-si-dos,5,30,8/20/2024,1316,18-25,Female,$50-100k,2,Mint Hill, NC,6,No,Door-to-Door,Mobile Payment,4,547,8,Luna,Door-to-Door
224,Northeast,Lemonades,8,48,8/6/2024,1454,26-35,Female,$50-100k,3,Secaucus, NJ,6,No,Online,Mobile Payment,2,10289,17,Ivy,Door-to-Door
225,Northeast,Samoas,7,42,6/19/2024,1320,26-35,Male,$50-100k,5,Dunmore, PA,6,Yes,Online,Credit Card,4,50062,18,Grace,Door-to-Door
226,West,Thin Mints,3,18,9/17/2024,1397,46-55,Male,$150-200k,5,Beaverton, OR,6,No,Booth,Credit Card,3,81503,8,Kamora,Online
227,Southeast,Adventurefuls,1,6,3/8/2024,1119,36-45,Male,$150-200k,4,Orange Park, FL,6,Yes,Online,Mobile Payment,3,31008,10,Maya,Door-to-Door
228,South,Trefoils,8,48,5/18/2024,1047,26-35,Female,$100-150k,5,Oklahoma City, OK,6,No,Door-to-Door,Credit Card,1,3115,17,Savannah,Online
229,Northeast,Samoas,2,12,6/22/2024,1004,26-35,Female,$50-100k,2,Washington, DC,6,Yes,Door-to-Door,Credit Card,2,2612,14,Arabella,Booth
230,Southeast,Tagalongs,3,18,7/6/2024,1191,26-35,Female,$150-200k,3,Pineville, NC,6,Yes,Booth,Credit Card,5,2674,16,Piper,Online
231,Northeast,Samoas,5,30,10/5/2024,1246,26-35,Female,$150-200k,2,Secaucus, NJ,6,Yes,Online,Cash,3,10289,17,Ivy,Online
232,Midwest,Tagalongs,2,12,7/23/2024,1044,36-45,Male,<$50k,4,Powell, OH,6,Yes,Door-to-Door,Credit Card,2,5169,9,Sadie,Door-to-Door
233,South,Girl Scout S'mores,8,48,1/22/2024,1228,18-25,Female,$150-200k,3,Yukon, OK,6,Yes,Online,Cash,3,358,19,Quinn,Booth
234,Southeast,Samoas,2,12,2/21/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Booth,Cash,3,2674,9,Piper,Door-to-Door
235,Southeast,Trefoils,8,48,2/18/2024,1287,36-45,Female,$50-100k,6,St. Augustine, FL,6,No,Door-to-Door,Credit Card,4,53021,17,Autumn,Booth
236,Northeast,Thin Mints,6,36,3/21/2024,1035,36-45,Male,$100-150k,5,Hartford, CT,6,No,Online,Cash,2,10057,14,Aria,Door-to-Door
237,Midwest,Samoas,7,42,5/3/2024,1328,46-55,Male,$50-100k,6,Powell, OH,6,No,Booth,Cash,2,5169,9,Sadie,Online
238,South,Samoas,5,30,8/20/2024,1260,26-35,Female,$150-200k,2,Del City, OK,6,No,Door-to-Door,Credit Card,1,425,9,Olivia,Online
239,Northeast,Samoas,2,12,8/2/2024,1186,18-25,Female,$50-100k,2,Staten Island, NY,6,Yes,Booth,Credit Card,1,75312,15,Reagan,Online
240,Northeast,Trefoils,10,60,4/16/2024,1108,46-55,Female,$50-100k,2,Silver Spring, MD,6,No,Online,Cash,3,42185,14,Jasmine,Door-to-Door
241,South,Thin Mints,8,48,8/21/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,Yes,Door-to-Door,Mobile Payment,2,425,19,Olivia,Door-to-Door
242,West,Samoas,1,6,7/16/2024,1147,18-25,Male,$100-150k,5,Portland, OR,6,Yes,Online,Cash,1,10457,8,Eliana,Online
243,South,Thin Mints,3,18,6/11/2024,1041,26-35,Female,$50-100k,3,Oklahoma City, OK,6,Yes,Online,Cash,1,3115,10,Savannah,Door-to-Door
244,Southeast,Tagalongs,10,60,7/23/2024,1048,36-45,Female,<$50k,5,Jacksonville, FL,6,Yes,Online,Credit Card,2,72011,11,Stella,Online
245,South,Tagalongs,5,30,2/5/2024,1180,36-45,Female,$150-200k,2,Yukon, OK,6,Yes,Online,Credit Card,5,358,11,Quinn,Online
246,South,Do-si-dos,1,6,3/17/2024,1050,18-25,Male,$100-150k,5,Memphis, TN,6,Yes,Booth,Mobile Payment,4,10543,11,Violet,Online
247,West,Thin Mints,8,48,5/5/2024,1175,36-45,Male,$150-200k,2,Hillsboro, OR,6,Yes,Online,Cash,2,10777,8,Mia,Online
248,Southeast,Thin Mints,7,42,1/15/2024,1242,36-45,Female,$50-100k,3,Mount Pleasant, SC,6,No,Booth,Cash,3,3033,17,Addison,Booth
249,Northeast,Samoas,8,48,3/2/2024,1189,18-25,Female,$100-150k,2,Pittston, PA,6,No,Booth,Cash,4,3088,18,Daisy,Door-to-Door
250,Northeast,Samoas,5,30,6/22/2024,1109,26-35,Female,$150-200k,6,Colonie, NY,6,Yes,Booth,Cash,1,1014,15,Chloe,Door-to-Door
251,Southeast,Samoas,4,24,3/17/2024,1498,46-55,Female,$150-200k,4,Garner, NC,6,Yes,Door-to-Door,Mobile Payment,3,324,16,Charlotte,Door-to-Door
252,Northeast,Samoas,5,30,3/23/2024,1073,18-25,Female,$50-100k,4,New York, NY,6,No,Online,Cash,4,3990,17,Kennedy,Door-to-Door
253,Southeast,Samoas,9,54,1/7/2024,1038,46-55,Male,$100-150k,3,Coconut Grove, FL,6,No,Booth,Cash,4,2413,10,Itali,Booth
254,Northeast,Lemonades,6,36,6/8/2024,1045,26-35,Female,$100-150k,2,New York, NY,6,No,Online,Cash,1,3990,12,Kennedy,Online
255,Northeast,Do-si-dos,5,30,1/7/2024,1168,46-55,Male,<$50k,6,Clarks Summit, PA,6,Yes,Booth,Mobile Payment,4,50801,18,Maria,Online
256,West,Lemon-Ups,1,6,2/7/2024,1389,46-55,Male,<$50k,3,Henderson, NV,6,Yes,Booth,Mobile Payment,1,79,20,Abigail,Online
257,Southeast,Thin Mints,3,18,8/9/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,Yes,Online,Mobile Payment,2,72011,20,Stella,Door-to-Door
258,Southeast,Adventurefuls,7,42,7/8/2024,1090,46-55,Male,$100-150k,3,Charlotte, NC,6,Yes,Booth,Mobile Payment,1,41,11,Alexis,Door-to-Door
259,Northeast,Lemonades,10,60,2/12/2024,1064,18-25,Female,$150-200k,6,Bloomfield, CT,6,Yes,Online,Cash,4,10318,10,Bianca,Booth
260,Northeast,Trefoils,1,6,4/7/2024,1240,36-45,Female,$50-100k,3,Secaucus, NJ,6,Yes,Door-to-Door,Cash,3,10289,17,Ivy,Booth
261,Northeast,Adventurefuls,4,24,7/13/2024,1108,46-55,Female,$50-100k,2,Silver Spring, MD,6,No,Online,Cash,3,42185,14,Jasmine,Booth
262,Northeast,Thin Mints,4,24,5/24/2024,1039,46-55,Male,$100-150k,5,New York, NY,6,Yes,Booth,Cash,2,3990,12,Kennedy,Online
263,West,Lemon-Ups,9,54,6/16/2024,1147,18-25,Male,$100-150k,5,Portland, OR,6,Yes,Door-to-Door,Credit Card,4,10457,8,Eliana,Online
264,Northeast,Thin Mints,8,48,9/21/2024,1206,26-35,Male,$100-150k,2,Jersey City, NJ,6,No,Online,Credit Card,4,12316,17,Lucy,Booth
265,Southeast,Samoas,8,48,2/23/2024,1014,46-55,Female,<$50k,4,Marietta, GA,6,Yes,Booth,Cash,2,17534,19,Aurora,Booth
266,Northeast,Girl Scout S'mores,9,54,7/25/2024,1412,46-55,Female,$150-200k,5,Colonie, NY,6,No,Online,Credit Card,1,1014,15,Chloe,Door-to-Door
267,Northeast,Trefoils,1,6,6/9/2024,1106,46-55,Male,$50-100k,4,Bethesda, MD,6,No,Online,Credit Card,4,2059,14,Roxy,Booth
268,Southeast,Girl Scout S'mores,6,36,8/14/2024,1013,26-35,Male,<$50k,2,Miami, FL,6,No,Booth,Credit Card,2,2417,10,Ruby,Booth
269,Southeast,Thin Mints,2,12,9/7/2024,1071,26-35,Male,$150-200k,6,Garner, NC,6,Yes,Online,Credit Card,4,324,16,Charlotte,Online
270,Southeast,Adventurefuls,4,24,7/15/2024,1415,18-25,Female,$100-150k,3,Callahan, FL,6,Yes,Booth,Credit Card,4,63013,9,De'ana,Online
271,Southeast,Do-si-dos,9,54,7/9/2024,1288,36-45,Male,$100-150k,2,Mint Hill, NC,6,No,Online,Credit Card,1,547,10,Luna,Online
272,Southeast,Tagalongs,3,18,8/11/2024,1236,26-35,Female,$50-100k,6,Sullivan’s Island, SC,6,Yes,Door-to-Door,Credit Card,2,3613,17,Ivy,Door-to-Door
273,Northeast,Do-si-dos,6,36,6/10/2024,1303,26-35,Female,$50-100k,6,Washington, DC,6,No,Booth,Mobile Payment,1,2612,14,Arabella,Online
274,Northeast,Tagalongs,3,18,7/16/2024,1238,18-25,Female,$50-100k,3,Bethesda, MD,6,No,Booth,Mobile Payment,3,2059,14,Roxy,Booth
275,Southeast,Samoas,4,24,3/8/2024,1404,18-25,Female,$150-200k,4,East Point, GA,6,Yes,Online,Mobile Payment,5,30344,19,Zoe,Booth
276,South,Trefoils,6,36,9/4/2024,1264,46-55,Male,$50-100k,6,Arlington, VA,6,No,Online,Mobile Payment,5,60031,14,Essence,Door-to-Door
277,Southeast,Samoas,10,60,8/27/2024,1095,26-35,Male,$150-200k,3,Orange Park, FL,6,Yes,Booth,Cash,2,31008,8,Maya,Booth
278,Southeast,Trefoils,9,54,9/19/2024,1076,26-35,Female,$150-200k,2,Jacksonville, FL,6,No,Online,Cash,2,72011,9,Stella,Online
279,South,Do-si-dos,10,60,9/24/2024,1417,26-35,Male,<$50k,5,Falls Church, VA,6,No,Booth,Credit Card,1,4211,14,Lily,Online
280,West,Do-si-dos,8,48,7/19/2024,1146,18-25,Male,$50-100k,4,Milwaukie, OR,6,Yes,Door-to-Door,Credit Card,3,11886,8,Alice,Online
281,West,Do-si-dos,4,24,6/29/2024,1279,46-55,Male,$100-150k,5,Portland, OR,6,No,Booth,Credit Card,5,10457,8,Eliana,Door-to-Door
282,Northeast,Trefoils,7,42,7/14/2024,1188,26-35,Female,$50-100k,5,Dunmore, PA,6,No,Door-to-Door,Cash,5,50062,18,Grace,Door-to-Door
283,Northeast,Thin Mints,5,30,3/12/2024,1168,46-55,Male,<$50k,6,Clarks Summit, PA,6,Yes,Door-to-Door,Cash,3,50801,18,Maria,Booth
284,Southeast,Thin Mints,4,24,6/29/2024,1380,26-35,Female,$150-200k,3,Miami, FL,6,Yes,Booth,Cash,5,2417,10,Ruby,Online
285,Northeast,Thin Mints,8,48,5/12/2024,1045,26-35,Female,$100-150k,2,New York, NY,6,No,Booth,Credit Card,3,3990,12,Kennedy,Online
286,West,Thin Mints,6,36,7/4/2024,1294,36-45,Female,<$50k,6,Phoenix, AZ,6,No,Online,Mobile Payment,4,3227,13,Mila,Online
287,West,Thin Mints,1,6,1/9/2024,1122,36-45,Male,$50-100k,6,Portland, OR,6,No,Door-to-Door,Credit Card,3,10457,8,Eliana,Booth
288,West,Lemon-Ups,1,6,1/3/2024,1005,26-35,Male,$50-100k,6,Phoenix, AZ,6,No,Booth,Cash,4,3227,13,Mila,Booth
289,Southeast,Thin Mints,5,30,7/23/2024,1076,26-35,Female,$150-200k,2,Jacksonville, FL,6,No,Online,Cash,2,72011,9,Stella,Online
290,Southeast,Tagalongs,4,24,7/19/2024,1046,36-45,Female,$150-200k,4,Jacksonville, FL,6,Yes,Booth,Credit Card,3,72011,9,Stella,Booth
291,West,Lemon-Ups,9,54,4/25/2024,1201,18-25,Female,$100-150k,2,Beaverton, OR,6,Yes,Booth,Cash,5,81503,8,Kamora,Booth
292,Northeast,Thin Mints,1,6,7/3/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,Yes,Door-to-Door,Credit Card,1,12201,17,Brooklyn,Door-to-Door
293,Southeast,Do-si-dos,6,36,4/10/2024,1016,18-25,Male,<$50k,6,Sullivan’s Island, SC,6,Yes,Online,Cash,3,3613,17,Ivy,Door-to-Door
294,Northeast,Trefoils,3,18,1/31/2024,1257,18-25,Female,$100-150k,4,Washington, DC,6,Yes,Door-to-Door,Mobile Payment,4,2612,14,Arabella,Booth
295,Southeast,Girl Scout S'mores,1,6,7/25/2024,1152,18-25,Female,$100-150k,2,Morrisville, NC,6,No,Door-to-Door,Cash,4,407,16,Eleanor,Door-to-Door
296,Northeast,Thin Mints,1,6,9/1/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,Yes,Booth,Cash,5,12019,17,Layla,Door-to-Door
297,Northeast,Thin Mints,6,36,3/21/2024,1176,18-25,Male,$100-150k,5,Colonie, NY,6,No,Booth,Credit Card,2,1014,15,Chloe,Door-to-Door
298,Midwest,Thin Mints,8,48,3/15/2024,1198,18-25,Male,<$50k,4,Columbus, OH,6,No,Booth,Mobile Payment,2,6824,9,Isabella,Online
299,Southeast,Samoas,1,6,1/4/2024,1379,18-25,Female,$150-200k,6,Huntersville, NC,6,Yes,Door-to-Door,Credit Card,5,3491,8,Gabriella,Booth
300,South,Thin Mints,8,48,6/24/2024,1056,46-55,Female,$150-200k,2,Dallas, TX,6,Yes,Door-to-Door,Credit Card,2,3352,8,Emily,Door-to-Door
301,Northeast,Thin Mints,7,42,5/6/2024,1170,46-55,Female,$100-150k,4,Pittston, PA,6,Yes,Booth,Cash,3,3088,18,Daisy,Online
302,South,Thin Mints,10,60,9/30/2024,1113,26-35,Female,<$50k,2,Moore, OK,6,Yes,Online,Cash,4,3637,13,Audrey,Door-to-Door
303,Southeast,Samoas,6,36,2/11/2024,1269,36-45,Female,<$50k,2,Matthews, NC,6,Yes,Booth,Credit Card,2,664,16,Scarlett,Door-to-Door
304,Southeast,Tagalongs,1,6,5/8/2024,1437,46-55,Female,$100-150k,4,Mount Pleasant, SC,6,Yes,Door-to-Door,Cash,1,3033,17,Addison,Door-to-Door
305,Southeast,Do-si-dos,2,12,4/18/2024,1448,46-55,Female,$150-200k,6,Callahan, FL,6,Yes,Booth,Mobile Payment,4,63013,9,De'ana,Online
306,Northeast,Girl Scout S'mores,2,12,2/23/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,Yes,Online,Mobile Payment,2,34145,14,Samantha,Door-to-Door
307,West,Tagalongs,10,60,1/15/2024,1421,18-25,Female,$100-150k,3,Scottsdale, AZ,6,Yes,Booth,Cash,1,128,13,Lydia,Booth
308,South,Girl Scout S'mores,2,12,10/12/2024,1417,26-35,Male,<$50k,5,Falls Church, VA,6,No,Door-to-Door,Cash,4,4211,14,Lily,Door-to-Door
309,Southeast,Trefoils,7,42,6/22/2024,1410,46-55,Male,$150-200k,2,Atlanta, GA,6,No,Online,Mobile Payment,5,24299,19,Stasia,Online
310,South,Samoas,7,42,6/13/2024,1457,46-55,Female,$100-150k,5,Falls Church, VA,6,No,Booth,Cash,1,4211,14,Lily,Booth
311,Northeast,Trefoils,10,60,8/23/2024,1335,18-25,Male,<$50k,4,Chevy Chase, MD,6,No,Booth,Mobile Payment,4,34145,14,Samantha,Online
312,Northeast,Samoas,8,48,4/18/2024,1043,46-55,Female,$50-100k,2,Wilkes-Barre, PA,6,Yes,Booth,Mobile Payment,2,30130,18,Emilia,Online
313,Northeast,Thin Mints,9,54,2/18/2024,1220,18-25,Female,$100-150k,4,Bethesda, MD,6,Yes,Door-to-Door,Cash,5,2059,14,Roxy,Door-to-Door
314,Northeast,Thin Mints,1,6,6/19/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,No,Door-to-Door,Cash,2,12316,17,Lucy,Booth
315,Midwest,Samoas,2,12,1/27/2024,1072,18-25,Female,$50-100k,4,Hilliard, OH,6,Yes,Door-to-Door,Mobile Payment,1,5957,9,Ella,Online
316,Southeast,Tagalongs,6,36,6/5/2024,1208,18-25,Female,<$50k,3,Apex, NC,6,No,Booth,Cash,3,02584,16,Naima,Booth
317,Northeast,Thin Mints,6,36,1/6/2024,1453,46-55,Female,<$50k,5,Hoboken, NJ,6,No,Online,Credit Card,4,12019,17,Layla,Booth
318,Northeast,Toast-Yay!,10,60,8/6/2024,1149,36-45,Male,$50-100k,5,Dunmore, PA,6,No,Door-to-Door,Mobile Payment,5,50062,18,Grace,Door-to-Door
319,Northeast,Thin Mints,6,36,4/29/2024,1321,36-45,Male,$100-150k,4,Staten Island, NY,6,No,Door-to-Door,Credit Card,4,75312,19,Reagan,Door-to-Door
320,West,Thin Mints,6,36,9/6/2024,1099,46-55,Female,$50-100k,2,Beaverton, OR,6,No,Booth,Mobile Payment,5,81503,8,Kamora,Door-to-Door
321,Southeast,Do-si-dos,2,12,2/9/2024,1236,26-35,Female,$50-100k,6,Sullivan’s Island, SC,6,Yes,Online,Mobile Payment,3,3613,17,Ivy,Online
322,Southeast,Trefoils,9,54,3/26/2024,1319,36-45,Male,$100-150k,5,St. Augustine, FL,6,Yes,Door-to-Door,Cash,1,53021,9,Autumn,Booth
323,South,Lemonades,3,18,9/6/2024,1113,26-35,Female,<$50k,2,Moore, OK,6,No,Online,Mobile Payment,5,3637,13,Audrey,Booth
324,South,Thin Mints,7,42,9/12/2024,1173,18-25,Male,<$50k,6,Memphis, TN,6,No,Online,Credit Card,5,10543,11,Violet,Door-to-Door
325,Southeast,Samoas,5,30,1/8/2024,1249,36-45,Male,$50-100k,5,Coconut Grove, FL,6,Yes,Door-to-Door,Cash,4,2413,10,Itali,Online
326,Northeast,Samoas,10,60,6/21/2024,1308,46-55,Female,$150-200k,3,Washington, DC,6,No,Online,Cash,5,2612,14,Arabella,Door-to-Door
327,Northeast,Thin Mints,10,60,2/20/2024,1080,46-55,Female,$100-150k,4,Albany, NY,6,Yes,Booth,Cash,4,1188,15,Amber,Online
328,Southeast,Thin Mints,3,18,4/12/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Online,Cash,4,41,13,Alexis,Online
329,Southeast,Do-si-dos,7,42,2/5/2024,1137,26-35,Male,$50-100k,6,Charlotte, NC,6,Yes,Door-to-Door,Credit Card,5,41,10,Alexis,Online
330,West,Thin Mints,5,30,7/19/2024,1122,36-45,Male,$50-100k,6,Portland, OR,6,Yes,Online,Credit Card,2,10457,8,Eliana,Door-to-Door
